O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GANDHIRAJAN S,Dravida Munnetra Kazhagam,105157,1324,106481,49.97
2,PARAMASIVAM V P B,All India Anna Dravida Munnetra Kazhagam,88330,598,88928,41.73
3,KARTHIKEYAN A,My India Party,669,0,669,0.31
4,KALIMUTHU V,Samaniya Makkal Nala Katchi,101,0,101,0.05
5,POTHUMANI R,Naam Tamilar Katchi,8441,54,8495,3.99
6,MANEESHANKAR M G,Rashtriya Samaj Paksha,105,3,108,0.05
7,MURUGESAN K,Ganasangam Party of India,123,0,123,0.06
8,RAMASAMY P,Amma Makkal Munnettra Kazagam,2030,11,2041,0.96
9,VETRIVEL S,Makkal Needhi Maiam,1202,13,1215,0.57
10,SARAVANA KUMAR K R,Independent,71,1,72,0.03
11,SUKUMAR V,Independent,233,0,233,0.11
12,SELVARAJ V,Independent,71,0,71,0.03
13,DHARMALINGAM Dr MARUR N,Independent,78,3,81,0.04
14,NANDAKUMAR P,Independent,124,0,124,0.06
15,PALANICHAMY B,Independent,1292,1,1293,0.61
16,PRASATH R,Independent,886,1,887,0.42
17,MUTHUSAMY V,Independent,739,1,740,0.35
18,MURUGAN P,Independent,489,0,489,0.23
19,MOORTHY S,Independent,77,0,77,0.04
20,RAMASAMY K,Independent,48,1,49,0.02
21,NOTA,None of the Above,798,5,803,0.38
