O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"CHEZHIAAN, GOVI.",Dravida Munnetra Kazhagam,94602,1161,95763,48.26
2,"PURATCHI MANI, M.",Bahujan Samaj Party,1825,14,1839,0.93
3,"UNION VEERAMANI, S.",All India Anna Dravida Munnetra Kazhagam,84703,380,85083,42.87
4,"KANNAIYAN, T.",Communist Party of India (Marxist-Leninist) (Liberation),574,2,576,0.29
5,"KUDANTHAI ARASAN, J.",Amma Makkal Munnettra Kazagam,1736,10,1746,0.88
6,"SURESH, R.",Anaithu Makkal Puratchi Katchi,78,0,78,0.04
7,"DIVYA BHARATHI, M.",Naam Tamilar Katchi,11147,29,11176,5.63
8,"MADHANKUMAR, R.",Indiya Jananayaka Katchi,222,4,226,0.11
9,"KANNAIYAN, N.",Independent,62,6,68,0.03
10,"DHANASEKAR, V.",Independent,38,0,38,0.02
11,"NEDUMARAN, S.",Independent,66,2,68,0.03
12,"MATHI, M.",Independent,102,0,102,0.05
13,"MARIMUTHU, G.",Independent,245,0,245,0.12
14,"MARIYAPPAN, N.",Independent,198,0,198,0.1
15,NOTA,None of the Above,1233,7,1240,0.62
