O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ashokan.G,Indian National Congress,77788,1159,78947,42.66
2,Ananthalakshmi,Bahujan Samaj Party,432,6,438,0.24
3,Lakshmi Ganesan,All India Anna Dravida Munnetra Kazhagam,61367,261,61628,33.3
4,KANNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,423,3,426,0.23
5,KARUPPASAMY.S,Anaithu Makkal Puratchi Katchi,314,2,316,0.17
6,KALYANASUNDARI.M,My India Party,188,3,191,0.1
7,Kanagapriya.R,Naam Tamilar Katchi,20754,111,20865,11.28
8,Samikkalai.G,Amma Makkal Munnettra Kazagam,9751,142,9893,5.35
9,MGR NAMBBI,All India MGR Makkal Munnetra Kazhagam,107,0,107,0.06
10,PALANICHAMY.P,Bahujan Dravida Party,61,0,61,0.03
11,Mugunthan.S,Makkal Needhi Maiam,6053,37,6090,3.29
12,JEEVANANTHAM.G,Republican Party of India (Athawale),77,1,78,0.04
13,Ashokkumar.C,Independent,86,2,88,0.05
14,Anbalagan.P,Independent,125,1,126,0.07
15,GANESAN.R,Independent,151,1,152,0.08
16,Karthik.N,Independent,319,0,319,0.17
17,KESAVAKUMAR.D,Independent,442,0,442,0.24
18,Thangaraj.S,Independent,233,1,234,0.13
19,DHARMALINGAM.M,Independent,330,0,330,0.18
20,Pandiarajan.S,Independent,113,1,114,0.06
21,Balakrishnan.N,Independent,405,9,414,0.22
22,MAYILVAGANAN.G,Independent,100,1,101,0.05
23,MARIMUTHU.M,Independent,220,1,221,0.12
24,LAKSHMANAN.E,Independent,1410,20,1430,0.77
25,VINOTHKUMAR.M,Independent,245,0,245,0.13
26,JOYSMARY.T,Independent,64,0,64,0.03
27,NOTA,None of the Above,1709,18,1727,0.93
