O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SELVA MOHANDAS PANDIAN.S,All India Anna Dravida Munnetra Kazhagam,88271,674,88945,41.54
2,PALANI NADAR.S,Indian National Congress,87706,1609,89315,41.71
3,UDHAYAKUMAR.K.M,Anna Dravidar Kazhagam,685,5,690,0.32
4,CHANDRASEGAR.S,Puthiya Tamilagam,857,21,878,0.41
5,SURESHKUMAR.S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,119,0,119,0.06
6,SELVAKUMAR.R,Naam Indiar Party,317,2,319,0.15
7,THIRUMALAIMUTHU.R,Makkal Needhi Maiam,2169,19,2188,1.02
8,MOHAMED.S,Amma Makkal Munnettra Kazagam,9839,105,9944,4.64
9,MUGUNDHAN.K,My India Party,194,1,195,0.09
10,VINCENTRAJ.R,Naam Tamilar Katchi,15213,123,15336,7.16
11,JEGANATHAN.M,Anaithu Makkal Puratchi Katchi,409,7,416,0.19
12,AROKKIYA PRABHU.J,Independent,426,2,428,0.2
13,DOCTOR. KARUPPASAMY.S,Independent,214,2,216,0.1
14,PALANIKUMAR.A,Independent,174,1,175,0.08
15,PALANIMURUGAN.P,Independent,627,1,628,0.29
16,MADASAMY.A,Independent,1974,4,1978,0.92
17,RAMESH.R,Independent,684,0,684,0.32
18,REEGANKUMAR. M,Independent,495,0,495,0.23
19,NOTA,None of the Above,1146,13,1159,0.54
