O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAMACHANDRAN T,Indian National Congress,80902,933,81835,48.7
2,RAJANAYAGAM M,All India Anna Dravida Munnetra Kazhagam,50655,287,50942,30.31
3,JEEVA A,Bahujan Samaj Party,633,3,636,0.38
4,AMALADOSS SANDHIYAGU,Puthiya Tamilagam,599,13,612,0.36
5,RAMALINGASWAMI ADIHITHAN. PPC,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),167,1,168,0.1
6,KUMARAPPAN B,My India Party,125,0,125,0.07
7,SAKTHIVEL K,Tamizhaga Murpokku Makkal Katchi,162,0,162,0.1
8,SIVASHANMUGAM K,Amma Makkal Munnettra Kazagam,4678,21,4699,2.8
9,SHAIK MOHAMED B,Makkal Needhi Maiam,960,6,966,0.57
10,HUMAYUN KABIR M I,Naam Tamilar Katchi,18398,62,18460,10.98
11,ARJUNAN R,Independent,140,0,140,0.08
12,SYED SULTHAN IBRAHIM A,Independent,201,1,202,0.12
13,SELVAKUMAR K,Independent,391,0,391,0.23
14,TILLAINATHAN R,Independent,179,1,180,0.11
15,"DHETCHENA MOORTHY, Dr. S",Independent,1064,16,1080,0.64
16,PANDIYAN V,Independent,505,0,505,0.3
17,MAHENDRAN K,Independent,493,0,493,0.29
18,MUTHUKKARUPPAIAH K,Independent,334,0,334,0.2
19,MUTHUSELVAM V,Independent,2159,5,2164,1.29
20,RAMASAMY R S,Independent,212,0,212,0.13
21,VELRAJ. K P,Independent,3150,14,3164,1.88
22,JEGADEESAN R,Independent,54,0,54,0.03
23,NOTA,None of the Above,524,0,524,0.31
