O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"MADHAVARAO, P.S.W.",Indian National Congress,56450,1287,57737,31.2
2,"MANRAJ, E.M.",All India Anna Dravida Munnetra Kazhagam,70081,394,70475,38.09
3,"ABINAYA, B.",Naam Tamilar Katchi,20038,310,20348,11.0
4,"IRULANDI, Dr. V.",Tamil Nadu Ilangyar Katchi,935,7,942,0.51
5,"GURUVAIYA, K.",Makkal Needhi Maiam,3468,44,3512,1.9
6,"SANGEETHAPRIYA, S.",Amma Makkal Munnettra Kazagam,23479,203,23682,12.8
7,"SHANTHI, S.",Puthiya Tamilagam,4917,68,4985,2.69
8,"PANDIYARAJ, K.",Anaithu Makkal Puratchi Katchi,209,0,209,0.11
9,"VEERAPANDI, K.",My India Party,175,2,177,0.1
10,"KANNAN, A.",Independent,237,1,238,0.13
11,"GURUVAIYA, G.",Independent,148,0,148,0.08
12,"THAMARAISELVAM, K.",Independent,163,1,164,0.09
13,"PRABHAKARAN, P.",Independent,201,1,202,0.11
14,"MAHALAKSHMI, M.",Independent,189,2,191,0.1
15,"MUTHULAKSHMI,R.",Independent,362,1,363,0.2
16,NOTA,None of the Above,1642,24,1666,0.9
