O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kuruchi Prabhakaran,Dravida Munnetra Kazhagam,99311,1131,100442,43.21
2,Damodaran.S,All India Anna Dravida Munnetra Kazhagam,101069,468,101537,43.68
3,Anbazhagan.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,352,1,353,0.15
4,Umajagadesh.M,Naam Tamilar Katchi,11249,31,11280,4.85
5,Siva.A,Makkal Needhi Maiam,13880,59,13939,6.0
6,Mariappan.R,Ganasangam Party of India,187,0,187,0.08
7,ROHINI MA.PA,Amma Makkal Munnettra Kazagam,1237,11,1248,0.54
8,James.S,All India Jananayaka Makkal Kazhagam,55,0,55,0.02
9,Atheeswaran.S,Independent,51,0,51,0.02
10,Dharmalingam.K,Independent,106,1,107,0.05
11,Nazir Babu.S,Independent,89,0,89,0.04
12,Nagendran.P,Independent,224,3,227,0.1
13,Noor Muhamad . A,Independent,135,0,135,0.06
14,Velusamy.V,Independent,507,1,508,0.22
15,NOTA,None of the Above,2265,12,2277,0.98
