O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SUBRAMANI.P,Dravida Munnetra Kazhagam,76846,1924,78770,36.24
2,PERUMAL.P,Bahujan Samaj Party,462,2,464,0.21
3,SAKTHIVEL.P.,Desiya Makkal Sakthi Katchi,210,3,213,0.1
4,SENTHIL KUMAR (A) SENTHIL.A.,Naam Tamilar Katchi,8609,91,8700,4.0
5,NATARAJAN.M.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1890,7,1897,0.87
6,MANI.L.,Dhesiya Makkal Kazhagam,194,0,194,0.09
7,RAMASAMY.T.,My India Party,208,0,208,0.1
8,RAJENDRAN.D.K.,Amma Makkal Munnettra Kazagam,11166,60,11226,5.17
9,VENKATESHWARAN.S.P.,Pattali Makkal Katchi,104415,1215,105630,48.6
10,JAYAVENKATESAN.S.K.,Makkal Needhi Maiam,5034,49,5083,2.34
11,SHANMUGAM.P.,Independent,236,1,237,0.11
12,SUNDARAMOORTHY.M.,Independent,126,1,127,0.06
13,SUBRAMANI.P.,Independent,110,0,110,0.05
14,SUBRAMANI.K.,Independent,364,0,364,0.17
15,SUBRAMANI.T.,Independent,304,0,304,0.14
16,TAMILARASAN.S.,Independent,654,0,654,0.3
17,NATARAJAN.V.,Independent,716,2,718,0.33
18,PALANI.S.K.,Independent,160,0,160,0.07
19,MANIGANDAN.E.V.,Independent,355,2,357,0.16
20,RAJENDRAN.K.,Independent,74,0,74,0.03
21,VENKATESWARAN.B.,Independent,114,3,117,0.05
22,NOTA,None of the Above,1713,13,1726,0.79
