O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MASTHAN K S,Dravida Munnetra Kazhagam,107683,1942,109625,52.99
2,JAGAJANANDAM R,Bahujan Samaj Party,632,5,637,0.31
3,ELUMALAI N A,Anna Dravidar Kazhagam,401,9,410,0.2
4,GOWTHAM SAGAR A,Amma Makkal Munnettra Kazagam,4751,60,4811,2.33
5,SUGUMAR AP,Naam Tamilar Katchi,9860,60,9920,4.8
6,RAJENDIRAN P,Pattali Makkal Katchi,73078,744,73822,35.68
7,SRIPATHI P,Makkal Needhi Maiam,2137,14,2151,1.04
8,KIRUBAKARAN T,Independent,179,2,181,0.09
9,GOPI S,Independent,1911,3,1914,0.93
10,SAHEERA,Independent,167,1,168,0.08
11,SENJIRAJA KNK,Independent,156,1,157,0.08
12,MARIYAPPAN S,Independent,245,1,246,0.12
13,VARTHAMANAN B,Independent,554,5,559,0.27
14,NOTA,None of the Above,2275,4,2279,1.1
