O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHINNAPPAN P,All India Anna Dravida Munnetra Kazhagam,51237,562,51799,30.99
2,MANIKKARAJ A,Bahujan Samaj Party,480,7,487,0.29
3,MARKANDAYAN V,Dravida Munnetra Kazhagam,89130,1218,90348,54.05
4,KARUPPASAMY K,Naam Indiar Party,610,3,613,0.37
5,GANDHI M,Bahujan Dravida Party,119,2,121,0.07
6,SEENI SELVI K,Amma Makkal Munnettra Kazagam,6591,66,6657,3.98
7,BALAJI R,Naam Tamilar Katchi,11697,131,11828,7.08
8,MARIMUTHU S,South India Forward Bloc,398,6,404,0.24
9,MUTHUKUMAR C,Puthiya Tamilagam,1029,26,1055,0.63
10,WILSON X,Makkal Needhi Maiam,1511,9,1520,0.91
11,ARUMUGAPERUMAL K,Independent,263,5,268,0.16
12,ARUMUGAM S,Independent,272,0,272,0.16
13,CHELLADURAI S,Independent,310,2,312,0.19
14,MURUGANANTHAM M,Independent,347,1,348,0.21
15,RAJAMANI P,Independent,101,0,101,0.06
16,NOTA,None of the Above,1017,19,1036,0.62
