O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KUMAR.A,Communist Party of India (Marxist),67358,1341,68699,34.6
2,SAMPATHKUMAR.V,All India Anna Dravida Munnetra Kazhagam,98130,931,99061,49.89
3,SIVAKUMAR.A,Bahujan Samaj Party,920,0,920,0.46
4,KARUTHOVIYAM.P,My India Party,377,5,382,0.19
5,KEERTHANA.K,Naam Tamilar Katchi,10830,120,10950,5.51
6,SATHISKUMAR.S,Indiya Jananayaka Katchi,275,7,282,0.14
7,CHINNASAMY.K,Dhesiya Makkal Kazhagam,168,1,169,0.09
8,MURUGAN.R,Amma Makkal Munnettra Kazagam,14161,166,14327,7.22
9,KUMAR.P,Independent,263,2,265,0.13
10,SARATHKUMAR.M,Independent,153,1,154,0.08
11,PALANI.C,Independent,172,1,173,0.09
12,PARTHIPAN.P,Independent,409,4,413,0.21
13,MURUGAN.R,Independent,520,1,521,0.26
14,NOTA,None of the Above,2232,17,2249,1.13
