O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,R.AVUDAIAPPAN,Dravida Munnetra Kazhagam,67267,1029,68296,38.44
2,E.SUBAYA,All India Anna Dravida Munnetra Kazhagam,84665,546,85211,47.96
3,MANIMARAN,Bahujan Samaj Party,505,4,509,0.29
4,C.GANESAN,Makkal Needhi Maiam,2765,42,2807,1.58
5,SHENBAGA VALLI,Naam Tamilar Katchi,13599,136,13735,7.73
6,C.RANI RANJITHAM,Amma Makkal Munnettra Kazagam,4146,48,4194,2.36
7,S. LAKSHMANAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,178,0,178,0.1
8,ABDUL MAJEETH,Independent,88,0,88,0.05
9,ARUNACHALAM,Independent,117,2,119,0.07
10,S.GANESAN,Independent,166,0,166,0.09
11,M.GAVASKAR,Independent,310,5,315,0.18
12,J.RAJESH DHARMASINGH PANDIAN,Independent,390,0,390,0.22
13,NOTA,None of the Above,1665,8,1673,0.94
