O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.P.SUNDARAPRATHABAN,Bahujan Samaj Party,357,4,361,0.3
2,I.PARANTHAMEN,Dravida Munnetra Kazhagam,68160,672,68832,57.71
3,T.PRABHU,Desiya Murpokku Dravida Kazhagam,1270,23,1293,1.08
4,B.JOHN PANDIAN,All India Anna Dravida Munnetra Kazhagam,29729,335,30064,25.21
5,P.GEETHA LAKSHMI,Naam Tamilar Katchi,6237,39,6276,5.26
6,J.CHANDRAKALA,Lok Jan Shakti Party,91,1,92,0.08
7,U. PRIYADARSINI,Makkal Needhi Maiam,9933,57,9990,8.38
8,R.REVANTH,Anaithu Makkal Arasiyal Katchi,45,0,45,0.04
9,G.SHEEJA,Nam India Naam Indiyar Katchi,55,0,55,0.05
10,N.ARAVINTH KUMAR,Independent,38,0,38,0.03
11,V.ESWARAN,Independent,22,4,26,0.02
12,M.UTHAYAKUMAR,Independent,39,2,41,0.03
13,Dr.N. GUNASEKAR,Independent,107,2,109,0.09
14,V.SEKAR,Independent,26,2,28,0.02
15,A.PARANTHAMAN,Independent,98,0,98,0.08
16,V. PRABHU,Independent,491,1,492,0.41
17,G.R.RAJENDRAN,Independent,82,2,84,0.07
18,S.JAYAKALPANA,Independent,171,0,171,0.14
19,NOTA,None of the Above,1167,9,1176,0.99
