O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KARUPPANAN.K.C,All India Anna Dravida Munnetra Kazhagam,100285,630,100915,50.11
2,GOPAL.M,Bahujan Samaj Party,868,2,870,0.43
3,DURAIRAJ.K.P,Dravida Munnetra Kazhagam,77079,1313,78392,38.93
4,AMMASAI.K,Kongu Desa Marumalarchi Makkal Katchi,936,7,943,0.47
5,SADHANANDHAM.K,Makkal Needhi Maiam,4186,35,4221,2.1
6,SATHYA.M,Naam Tamilar Katchi,10410,61,10471,5.2
7,RADHAKRISHNAN.M,Amma Makkal Munnettra Kazagam,953,3,956,0.47
8,JANARTHANAM.R.P,Tamilaga Makkal Thannurimai Katchi,320,2,322,0.16
9,ABDUL KADHER.A,Independent,107,0,107,0.05
10,APPICHI.T.K,Independent,99,0,99,0.05
11,KARTHIKEYAN.P,Independent,121,1,122,0.06
12,SATHEESH KUMAR.P,Independent,1221,3,1224,0.61
13,PERUMAL.V.M,Independent,419,0,419,0.21
14,STANLEY.G,Independent,244,1,245,0.12
15,NOTA,None of the Above,2070,9,2079,1.03
