O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Raja.S.R,Dravida Munnetra Kazhagam,115721,1119,116840,46.93
2,Chinnaiyah.T.K.M,All India Anna Dravida Munnetra Kazhagam,79509,507,80016,32.14
3,Harikrishnan.R,Bahujan Samaj Party,314,3,317,0.13
4,Abdulnazar P A,Tamil Nadu Ilangyar Katchi,1348,3,1351,0.54
5,Elango.Siva,Makkal Needhi Maiam,22466,64,22530,9.05
6,Karikalan.M,Amma Makkal Munnettra Kazagam,4194,13,4207,1.69
7,KAMATCHI U.,Anaithu Makkal Arasiyal Katchi,199,0,199,0.08
8,Sureshkumar.T,Naam Tamilar Katchi,19463,31,19494,7.83
9,Manojkumar A.,Shiv Sena,85,3,88,0.04
10,Ramu A,National Democratic Party of South India,53,3,56,0.02
11,Venkatesan.C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,73,0,73,0.03
12,Justin Charles.P,Republican Party of India (Athawale),64,0,64,0.03
13,Anand Prabhu B.,Independent,123,0,123,0.05
14,Laksmanan N.,Independent,263,0,263,0.11
15,Kannairam.B,Independent,115,1,116,0.05
16,KRISHNA T V N H S R.,Independent,210,3,213,0.09
17,Sigamani S,Independent,248,0,248,0.1
18,Sivaraman.S,Independent,170,1,171,0.07
19,Thangaraj V.,Independent,46,1,47,0.02
20,Balakrishnan G.,Independent,49,0,49,0.02
21,Rathinakumar R.,Independent,146,2,148,0.06
22,Venkatesan Balaji B.,Independent,78,0,78,0.03
23,NOTA,None of the Above,2269,8,2277,0.91
