O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SUNDARESAN A,Desiya Murpokku Dravida Kazhagam,3913,8,3921,2.22
2,DURAI M,Bahujan Samaj Party,647,1,648,0.37
3,Dr. MASILAMANI R,Dravida Munnetra Kazhagam,77899,915,78814,44.53
4,UMAMAHESWARI L,Naam Tamilar Katchi,8315,25,8340,4.71
5,SIVAKUMAR C,Pattali Makkal Katchi,80203,841,81044,45.79
6,MANAVALAN A,Anna MGR Dravida Makkal Kalgam,373,4,377,0.21
7,KANNAN G,Independent,109,0,109,0.06
8,SATHIYARAJ S,Independent,144,0,144,0.08
9,CHANDRA PRAKASH R,Independent,249,0,249,0.14
10,SEKAR NAYAKKAR I M,Independent,137,0,137,0.08
11,MASILAMANI V,Independent,519,5,524,0.3
12,MASILAMANI V,Independent,805,2,807,0.46
13,RAJASEKAR M,Independent,641,6,647,0.37
14,SRIDHAR D,Independent,343,1,344,0.19
15,NOTA,None of the Above,882,2,884,0.5
