O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"RAMACHANDRAN, R.T.",All India Anna Dravida Munnetra Kazhagam,96734,859,97593,44.38
2,"SIVASANKAR, S.S.",Dravida Munnetra Kazhagam,102707,1215,103922,47.26
3,"PANDIYAN, S.",Bahujan Samaj Party,494,0,494,0.22
4,"ARUL, P.",Naam Tamilar Katchi,9319,35,9354,4.25
5,"RAVANAN, M.",New Generation People’s Party,183,4,187,0.09
6,"KAARTHIKEYAN, S.",Amma Makkal Munnettra Kazagam,2092,26,2118,0.96
7,"SATHIK BASHA, A.S.",Makkal Needhi Maiam,731,8,739,0.34
8,"ARUL, G.",Independent,119,4,123,0.06
9,"KATHIRAVAN, C.",Independent,47,1,48,0.02
10,"KALAISELVI, J.",Independent,67,1,68,0.03
11,KALAIYARASI SARAVANAN,Independent,89,1,90,0.04
12,"GOWTHAMAN, V.",Independent,331,5,336,0.15
13,"SURESHKUMAR, S.",Independent,265,4,269,0.12
14,"SELVAM, J.",Independent,174,0,174,0.08
15,"SELVARAJU, R.",Independent,977,0,977,0.44
16,"BALAMURUGAN, S.",Independent,934,0,934,0.42
17,"PRAKASH, M.R.",Independent,604,0,604,0.27
18,"PUGALENTHI, Dr.S.",Independent,366,0,366,0.17
19,"MANIKANDAN, K.",Independent,152,0,152,0.07
20,"MATHIYAZHAGAN, S.",Independent,86,1,87,0.04
21,"MUTHAMILSELVAN, D.",Independent,40,0,40,0.02
22,"VINOTHKUMAR, M.",Independent,451,0,451,0.21
23,NOTA,None of the Above,751,2,753,0.34
