O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KARTHIKEYA,Dravida Munnetra Kazhagam,81829,766,82595,35.83
2,S.P. VELUMANI,All India Anna Dravida Munnetra Kazhagam,123538,687,124225,53.89
3,S. KALAIARASI,Naam Tamilar Katchi,8014,28,8042,3.49
4,R.SATHISHKUMAR,Amma Makkal Munnettra Kazagam,1229,6,1235,0.54
5,M. BADRAN,Ganasangam Party of India,136,0,136,0.06
6,S. SHAJAHAN,Makkal Needhi Maiam,11572,34,11606,5.03
7,A. ABDUL GAFOOR,Independent,141,1,142,0.06
8,CC SELVAMOHAN,Independent,173,2,175,0.08
9,A. MANSOOR ALI KHAN,Independent,426,2,428,0.19
10,J.JOHN EDWARD VISUVASAM,Independent,311,1,312,0.14
11,NOTA,None of the Above,1622,13,1635,0.71
