O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,VAT.KALIVARADHAN,Bharatiya Janata Party,50887,413,51300,26.14
2,SIVA.PANJAVARNAM,Bahujan Samaj Party,691,5,696,0.35
3,K.PONMUDY,Dravida Munnetra Kazhagam,109226,1754,110980,56.56
4,L.VENKATESAN,Desiya Murpokku Dravida Kazhagam,13928,69,13997,7.13
5,SANKAR S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,565,1,566,0.29
6,SENTHILKUMAR M,Indiya Jananayaka Katchi,1056,10,1066,0.54
7,MURUGAN S,Naam Tamilar Katchi,11567,53,11620,5.92
8,RAJINI VR,Naadaalum Makkal Katchi,231,0,231,0.12
9,KATHIRAVAN K,Independent,183,6,189,0.1
10,PRAKASH A,Independent,881,2,883,0.45
11,MAGESH M,Independent,271,5,276,0.14
12,MATHIVANAN S,Independent,412,0,412,0.21
13,VIGNESH M,Independent,1482,0,1482,0.76
14,JAYAVINDAN G,Independent,480,0,480,0.24
15,NOTA,None of the Above,2030,9,2039,1.04
