O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,G.IYAPPAN,Dravida Munnetra Kazhagam,82813,1750,84563,46.46
2,M.C.SAMPATH,All India Anna Dravida Munnetra Kazhagam,78004,1408,79412,43.63
3,A.GNANAPANDITHAN,Desiya Murpokku Dravida Kazhagam,1489,10,1499,0.82
4,R.VALLAL KUMAR,Bahujan Samaj Party,78,1,79,0.04
5,K.ANANDRAJ,Makkal Needhi Maiam,4005,35,4040,2.22
6,S.PUSHBARAJ,Tamil Nadu Ilangyar Katchi,608,9,617,0.34
7,A.Mohamed Usman,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,29,0,29,0.02
8,S.V.RAJARAJAN,Desiya Makkal Sakthi Katchi,74,0,74,0.04
9,JALADEEPAN.V,Naam Tamilar Katchi,9480,83,9563,5.25
10,G.KRISHNAN,Independent,25,4,29,0.02
11,S.SAMPATH,Independent,46,0,46,0.03
12,K.THANGARASU,Independent,31,0,31,0.02
13,V. DAKSHNAMOORTHY,Independent,183,2,185,0.1
14,S.DEENADHAYALAN,Independent,289,2,291,0.16
15,J.JACOB,Independent,307,0,307,0.17
16,NOTA,None of the Above,1228,8,1236,0.68
