O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANBUBAGURUDEEN N,Nationalist Congress Party,621,8,629,0.31
2,K C ANIMUTHU,All India Anna Dravida Munnetra Kazhagam,65049,463,65512,32.46
3,KARUMANICKAM,Indian National Congress,78415,949,79364,39.33
4,RAMALINGAM,Bahujan Samaj Party,605,5,610,0.3
5,ANANDH N,Amma Makkal Munnettra Kazagam,33038,388,33426,16.56
6,ANANTHARAJ S,My India Party,399,0,399,0.2
7,SATHYARAJ,Makkal Needhi Maiam,2189,19,2208,1.09
8,JAWAHAR,Naam Tamilar Katchi,16403,98,16501,8.18
9,SIKKANDAR,Independent,262,0,262,0.13
10,SURIYA PRAKASH,Independent,385,0,385,0.19
11,PRADEEP,Independent,163,0,163,0.08
12,PRAVEEN,Independent,273,1,274,0.14
13,PERUMAL,Independent,517,5,522,0.26
14,MANI,Independent,382,0,382,0.19
15,MANIKANDAN,Independent,410,0,410,0.2
16,NOTA,None of the Above,765,3,768,0.38
