O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHANDRAN S,All India Anna Dravida Munnetra Kazhagam,79703,485,80188,40.25
2,PONNUSAMY K,Dravida Munnetra Kazhagam,89146,1535,90681,45.51
3,CHANDRAN P,Amma Makkal Munnettra Kazagam,827,4,831,0.42
4,SELVARAJ V,Indiya Jananayaka Katchi,428,3,431,0.22
5,ROHINI T,Naam Tamilar Katchi,11534,120,11654,5.85
6,SANKAR P,Independent,194,1,195,0.1
7,CHANDRASEKARAN C,Independent,11328,43,11371,5.71
8,THIYAGARAJAN C,Independent,202,0,202,0.1
9,DINESH C,Independent,87,0,87,0.04
10,DURAIRAJ S,Independent,131,0,131,0.07
11,PRASATH S,Independent,116,3,119,0.06
12,MUTHUSAMY C,Independent,227,0,227,0.11
13,RANCHITH C,Independent,136,1,137,0.07
14,RAMESH R,Independent,250,1,251,0.13
15,RAMASAMY K.V,Independent,672,0,672,0.34
16,NOTA,None of the Above,2044,14,2058,1.03
