O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"SADHAN THIRUMALAIKUMAR, DOCTOR.T",Dravida Munnetra Kazhagam,67053,1677,68730,39.08
2,MANOHARAN A,All India Anna Dravida Munnetra Kazhagam,65952,411,66363,37.73
3,ESWARAN M,New Generation People’s Party,789,6,795,0.45
4,KARUPPASAMY K,My India Party,340,2,342,0.19
5,CHINNASAMY M,Makkal Needhi Maiam,2105,34,2139,1.22
6,THANGARAJ S,Amma Makkal Munnettra Kazagam,13194,182,13376,7.61
7,PETCHIAMMAL V,Puthiya Tamilagam,3600,51,3651,2.08
8,MATHIVANAN S S,Naam Tamilar Katchi,16545,186,16731,9.51
9,JAYAKUMAR P L A,Tamil Nadu Ilangyar Katchi,525,19,544,0.31
10,MUTHUPANDI G,Independent,322,1,323,0.18
11,RAMAMOORTHY P,Independent,715,1,716,0.41
12,NOTA,None of the Above,2147,24,2171,1.23
