O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Anish K.M.,Bahujan Samaj Party,829,2,831,0.45
2,Sivakumar M.,Desiya Murpokku Dravida Kazhagam,1320,12,1332,0.73
3,Prince J.G.,Indian National Congress,89121,1560,90681,49.56
4,Ramesh P.,Bharatiya Janata Party,65047,802,65849,35.99
5,Anthony Muthu S.M.,Communist Party of India (Marxist-Leninist) (Liberation),1203,15,1218,0.67
6,Antony Aslin J.,Naam Tamilar Katchi,18071,131,18202,9.95
7,Krishna Kumar A.,Anaithu Makkal Puratchi Katchi,1143,2,1145,0.63
8,Raja C.,Shiv Sena,103,0,103,0.06
9,Lathis Mary S.,Makkal Needhi Maiam,2117,10,2127,1.16
10,"Mohammed Ali, Professor, S.",Independent,130,0,130,0.07
11,Marystella R.,Independent,201,0,201,0.11
12,Vijayakumar R.,Independent,270,2,272,0.15
13,NOTA,None of the Above,870,8,878,0.48
