O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ABDUL WAHAB .M,Dravida Munnetra Kazhagam,86869,2248,89117,55.32
2,GERALD .G,All India Anna Dravida Munnetra Kazhagam,36393,583,36976,22.95
3,FATHIMA .A,Naam Tamilar Katchi,11515,150,11665,7.24
4,PREMNATH. D,Makkal Needhi Maiam,8002,105,8107,5.03
5,MOHAMED MUBARAK .V.M.S.,SOCIAL DEMOCRATIC PARTY OF INDIA,12126,115,12241,7.6
6,RAJA .S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,294,4,298,0.18
7,VEERASUBRAMANIYAN .S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,226,5,231,0.14
8,SADAGOPAN .K,Independent,387,8,395,0.25
9,LEO INFANT RAJ .M,Independent,195,7,202,0.13
10,JOHN SAMUVEL JESUPATHAM .D,Independent,209,3,212,0.13
11,NOTA,None of the Above,1620,27,1647,1.02
