O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DURAI. CHANDRASEKAR,Indian National Congress,93669,859,94528,44.94
2,BALARAMAN. P,All India Anna Dravida Munnetra Kazhagam,84534,305,84839,40.33
3,BHAVANI ILAVENIL. J,Bahujan Samaj Party,1102,4,1106,0.53
4,DESINGURAJAN. D,Makkal Needhi Maiam,5372,22,5394,2.56
5,MAHESWARI. A,Naam Tamilar Katchi,18973,54,19027,9.05
6,PON. RAJA,Amma Makkal Munnettra Kazagam,2813,19,2832,1.35
7,VIJAYAKUMAR. V,Anna MGR Dravida Makkal Kalgam,189,1,190,0.09
8,ASHOK PRIYADARSHAN. S,Independent,470,0,470,0.22
9,SAMBATH KUMAR.C.H,Independent,116,0,116,0.06
10,SUGUMAR. K,Independent,298,0,298,0.14
11,NOTA,None of the Above,1551,3,1554,0.74
