O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.SUDHAKAR,Bahujan Samaj Party,1816,9,1825,1.06
2,S.RAVI,All India Anna Dravida Munnetra Kazhagam,85057,342,85399,49.82
3,E.ABIRAMI,Naam Tamilar Katchi,14561,70,14631,8.54
4,GOWTHAMA SANNAH.J,Viduthalai Chiruthaigal Katchi,57345,885,58230,33.97
5,S.BASKARAN,Makkal Needhi Maiam,3522,21,3543,2.07
6,K.C.MANIVANNAN,Amma Makkal Munnettra Kazagam,4747,30,4777,2.79
7,V.RAVI,Independent,96,1,97,0.06
8,A.GAUTHAMAN,Independent,109,3,112,0.07
9,C.M.GOWTHAMAN,Independent,284,1,285,0.17
10,M.MANIKANDAN,Independent,111,2,113,0.07
11,M.MADHANRAJ,Independent,184,0,184,0.11
12,C.MOHAN,Independent,128,0,128,0.07
13,P.RAVI,Independent,432,0,432,0.25
14,NOTA,None of the Above,1648,8,1656,0.97
