O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,THANGAM THENARASU,Dravida Munnetra Kazhagam,101016,1209,102225,59.15
2,RAJASEKAR S,All India Anna Dravida Munnetra Kazhagam,41087,146,41233,23.86
3,ANANDHAJOTHI A,Naam Tamilar Katchi,13654,133,13787,7.98
4,SIVASAMY K K,Amma Makkal Munnettra Kazagam,6399,42,6441,3.73
5,THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,586,7,593,0.34
6,MANIVASAGAM S,Bahujan Dravida Party,70,0,70,0.04
7,MURUGAN S,Makkal Needhi Maiam,1338,18,1356,0.78
8,ADAIKALAM R,Independent,896,2,898,0.52
9,ARUNKUMAR V,Independent,2491,1,2492,1.44
10,INDIRA B,Independent,123,1,124,0.07
11,KALIMUTHU S,Independent,46,0,46,0.03
12,CHENNAKESAVAN P,Independent,52,0,52,0.03
13,SETHURAMALINGAM S,Independent,65,0,65,0.04
14,ADVOCATE. THANGAPANDIAN M,Independent,357,8,365,0.21
15,THIRUMURUGAN G,Independent,480,0,480,0.28
16,MALAIALAGU M,Independent,566,0,566,0.33
17,RAMATHILAGAM A,Independent,683,1,684,0.4
18,RAJANGAM C,Independent,349,0,349,0.2
19,RAJENDRAN R,Independent,137,0,137,0.08
20,HARIKRISHNAN K,Independent,108,0,108,0.06
21,NOTA,None of the Above,734,6,740,0.43
