O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S.KAMATCHI,Bahujan Samaj Party,387,5,392,0.19
2,A.MAHARAJAN,Dravida Munnetra Kazhagam,92057,1484,93541,44.64
3,A.LOGIRAJAN,All India Anna Dravida Munnetra Kazhagam,84542,461,85003,40.57
4,C.KANIVEL,Anaithu Makkal Puratchi Katchi,650,0,650,0.31
5,S.GUNASEKARAN,Makkal Needhi Maiam,2958,52,3010,1.44
6,M.KUMARAN,My India Party,105,4,109,0.05
7,S.GOVINDHARAJ,All India MGR Makkal Munnetra Kazhagam,112,3,115,0.05
8,BALAMURUGAN,National Democratic Party of South India,122,5,127,0.06
9,A.VELUCHAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,114,1,115,0.05
10,JEYAKUMAR,Naam Tamilar Katchi,11034,182,11216,5.35
11,R.JEYAKUMAR,Amma Makkal Munnettra Kazagam,11746,150,11896,5.68
12,M.EASWARAN,Independent,125,2,127,0.06
13,K.KASENDRAN @ GAJENDRAN,Independent,84,1,85,0.04
14,M.DIVAKAR,Independent,115,0,115,0.05
15,P.PANIVURAJA,Independent,155,1,156,0.07
16,P.PANDIDURAI,Independent,226,1,227,0.11
17,MARIYAMMAL,Independent,148,1,149,0.07
18,M.RAGHUNATHAN,Independent,457,0,457,0.22
19,VELMANI,Independent,566,6,572,0.27
20,V.JEYAKODI,Independent,141,4,145,0.07
21,NOTA,None of the Above,1308,25,1333,0.64
