O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GANESARAJA,All India Anna Dravida Munnetra Kazhagam,59045,371,59416,30.86
2,SUBBULAKSHMI,Bahujan Samaj Party,697,3,700,0.36
3,RUBY R MANOHARAN,Indian National Congress,74493,1409,75902,39.43
4,KANDHAN,Anaithu Ulaga Tamilargal Munnetra Kalagam,495,2,497,0.26
5,SHUNMUGA SUNDARAM,Naam Indiar Party,441,0,441,0.23
6,PARAMASIVA IYYAPPAN,Amma Makkal Munnettra Kazagam,31708,162,31870,16.55
7,PRABAKARAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,429,1,430,0.22
8,VEERAPANDI,Naam Tamilar Katchi,17543,111,17654,9.17
9,ASHOK KUMAR,Independent,619,6,625,0.32
10,KATHIRAVAN,Independent,1151,3,1154,0.6
11,KANDASAMY,Independent,428,4,432,0.22
12,GNANA BALAJI,Independent,806,7,813,0.42
13,MUTHUDURAI,Independent,160,1,161,0.08
14,MUTHURAJ,Independent,434,2,436,0.23
15,LENIN,Independent,449,5,454,0.24
16,NOTA,None of the Above,1531,6,1537,0.8
