O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AADHIKRISHNAN.P,Bahujan Samaj Party,210,0,210,0.1
2,SENTHILBALAJI V,Dravida Munnetra Kazhagam,100356,1401,101757,49.08
3,THANGARAJ.N,Desiya Murpokku Dravida Kazhagam,946,7,953,0.46
4,VIJAYABHASKAR. M.R,All India Anna Dravida Munnetra Kazhagam,88440,869,89309,43.08
5,KARUPPAIYA.R,Naam Tamilar Katchi,7286,30,7316,3.53
6,SHANMUGAM.N,Samaniya Makkal Nala Katchi,99,0,99,0.05
7,DHANALAKSHMI.M,Ganasangam Party of India,105,0,105,0.05
8,MOHANRAJ.S,Makkal Needhi Maiam,4138,16,4154,2.0
9,JOSEPH.M.A,Desiya Makkal Sakthi Katchi,39,0,39,0.02
10,ABILAZAN.N,Independent,29,0,29,0.01
11,AMARNATH.K,Independent,28,0,28,0.01
12,AMARSRI.M,Independent,56,0,56,0.03
13,ANBAZHAGAN,Independent,334,0,334,0.16
14,RAVI.P,Independent,366,3,369,0.18
15,KANNAN.T,Independent,165,0,165,0.08
16,KATHIRAVAN.P,Independent,114,0,114,0.05
17,KARUNAMOORTHY.S,Independent,29,0,29,0.01
18,KALAI RAJ.K,Independent,51,0,51,0.02
19,KAMARAJ.P,Independent,15,0,15,0.01
20,KRISHNAKUMAR.S,Independent,42,0,42,0.02
21,GOPALAKRISHNAN.A,Independent,19,0,19,0.01
22,SAKTHIKUMAR,Independent,2,0,2,0.0
23,SANTHANAKUMAR.M,Independent,3,1,4,0.0
24,SATHISH.P,Independent,10,0,10,0.0
25,SAMPATH.S,Independent,9,0,9,0.0
26,SARAVANAN.R,Independent,10,0,10,0.0
27,SAMIAPPAN.K,Independent,10,0,10,0.0
28,SAMIVEL.A,Independent,12,0,12,0.01
29,SHIVAKUMAR.K,Independent,29,0,29,0.01
30,SIVAKUMAR.N,Independent,18,0,18,0.01
31,SIVAKUMAR.V,Independent,46,0,46,0.02
32,SIVASAMY.P,Independent,37,0,37,0.02
33,SUDHAKAR.S,Independent,7,0,7,0.0
34,SUDHAKAR.L,Independent,19,0,19,0.01
35,SUBASH MALAYALAM.T,Independent,8,0,8,0.0
36,SURYA,Independent,96,0,96,0.05
37,SENTHILKUMAR.A,Independent,13,0,13,0.01
38,SENTHILKUMAR.A.M,Independent,2,0,2,0.0
39,SELVAKUMAR.M,Independent,7,0,7,0.0
40,DANIYA,Independent,11,0,11,0.01
41,TAMILARASAN.K,Independent,13,0,13,0.01
42,THAMILALAGAN,Independent,7,0,7,0.0
43,DHANABAL,Independent,7,0,7,0.0
44,THIRUGNANAM.M,Independent,13,0,13,0.01
45,DEEPANANDH.N,Independent,14,0,14,0.01
46,DURAISAMY.J,Independent,5,0,5,0.0
47,NOOR MOHAMMED THOUFFIC.A,Independent,13,0,13,0.01
48,PALANIVEL.P,Independent,17,0,17,0.01
49,BALAMANIKANDAN.K,Independent,56,0,56,0.03
50,BANUMATHY,Independent,16,0,16,0.01
51,PRAKASH.A,Independent,11,0,11,0.01
52,PRAKASH.N,Independent,20,0,20,0.01
53,PRAKASH.V,Independent,5,0,5,0.0
54,PRASANTH.S,Independent,4,0,4,0.0
55,PUSHPARAJ.P,Independent,3,0,3,0.0
56,BOOPATHI.P,Independent,6,0,6,0.0
57,MAHENDRAN,Independent,11,0,11,0.01
58,MANIKANDAN.K,Independent,2,0,2,0.0
59,MANIVANNAN.S,Independent,3,0,3,0.0
60,MANOJ.P,Independent,10,0,10,0.0
61,MUTHU. K.R,Independent,14,0,14,0.01
62,MUTHUKUMAR.G,Independent,8,0,8,0.0
63,MURALI.M,Independent,10,0,10,0.0
64,MURUGANANTHAM.T,Independent,30,0,30,0.01
65,MURUGESAN.A,Independent,83,1,84,0.04
66,MOHAN.M.L.M,Independent,42,0,42,0.02
67,MOUNAGURUBALUSAMY.K,Independent,14,0,14,0.01
68,RAJESHKANNAN.S,Independent,138,0,138,0.07
69,VIGNESHWARAN.P,Independent,25,0,25,0.01
70,VINOTHKUMAR,Independent,9,0,9,0.0
71,VIJAYABHASKAR.R.V,Independent,14,0,14,0.01
72,VIJAYAN.K,Independent,13,0,13,0.01
73,VEERAKUMAR.T,Independent,5,0,5,0.0
74,VENKADESH.K,Independent,14,0,14,0.01
75,VENKATESH PRABU.K,Independent,26,0,26,0.01
76,JAYAKUMAR.G,Independent,100,2,102,0.05
77,JOTHI SUTHARSAN,Independent,22,0,22,0.01
78,NOTA,None of the Above,954,7,961,0.46
