O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Amirtharaj .S,Indian National Congress,75086,1757,76843,46.75
2,S.P.SHUNMUGANATHAN,All India Anna Dravida Munnetra Kazhagam,58583,888,59471,36.18
3,Arun B,Puthiya Tamilagam,437,7,444,0.27
4,Arulmathi Yesuvadiyal,Aanaithinthiya Jananayaka Pathukappu Kazhagam,95,1,96,0.06
5,ERAL S. RAMESH,Amma Makkal Munnettra Kazagam,10074,129,10203,6.21
6,R.Chandra Sekar,Makkal Needhi Maiam,1345,10,1355,0.82
7,P.Subbiah Pandian,Naam Tamilar Katchi,12552,154,12706,7.73
8,SURESH PERUMAL S,Naam Indiar Party,232,1,233,0.14
9,Jegan,Anna Dravidar Kazhagam,104,2,106,0.06
10,ALLWIN DURAISINGH P,Independent,51,1,52,0.03
11,Esakki Raja K,Independent,336,5,341,0.21
12,Kirushnavel R,Independent,103,0,103,0.06
13,Sankara Subramanian M,Independent,129,0,129,0.08
14,SARAVANAN G,Independent,79,1,80,0.05
15,Sudalaimuthu Perumal,Independent,139,1,140,0.09
16,Sethuramalingam S,Independent,311,1,312,0.19
17,Durai Singh J,Independent,493,1,494,0.3
18,Ponnudurai I,Independent,297,0,297,0.18
19,Malaiandi R,Independent,56,0,56,0.03
20,VINSTON ANTO S,Independent,37,1,38,0.02
21,Joseph Leon,Independent,126,5,131,0.08
22,NOTA,None of the Above,749,7,756,0.46
