O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A.Ashok Kumar,Bahujan Samaj Party,432,4,436,0.23
2,P.Geetha Jeevan,Dravida Munnetra Kazhagam,90206,2108,92314,49.0
3,U.Chandran,Desiya Murpokku Dravida Kazhagam,4011,29,4040,2.14
4,SDR Vijayaseelan,All India Anna Dravida Munnetra Kazhagam,41621,383,42004,22.29
5,N.Sundar,Makkal Needhi Maiam,10475,59,10534,5.59
6,S.Subash,Republican Party of India (Athawale),159,2,161,0.09
7,K.Subramani,Shiv Sena,124,0,124,0.07
8,G.Selvavinayagam,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,268,1,269,0.14
9,N.Balasubramanian,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,126,1,127,0.07
10,Mannar Maharajan,Bahujan Dravida Party,93,0,93,0.05
11,S.V.Rajasekar,United States of India Party,914,1,915,0.49
12,V.Velraj,Naam Tamilar Katchi,30747,190,30937,16.42
13,J.Arun Nehruraj,Independent,142,0,142,0.08
14,J.Alldrin Airmarshal Thayaram,Independent,166,1,167,0.09
15,C.Ganesh Ayyadurai,Independent,115,1,116,0.06
16,S.Krishnan,Independent,182,0,182,0.1
17,J.samuvel,Independent,138,0,138,0.07
18,J.Sivaneswaran,Independent,2849,17,2866,1.52
19,G.Selvam,Independent,75,0,75,0.04
20,S.Balasundram,Independent,87,0,87,0.05
21,L.Maria Deva Sahaya Johny,Independent,442,4,446,0.24
22,A.Mohamed Imran Arabi,Independent,60,2,62,0.03
23,Ramagunaseelan,Independent,88,0,88,0.05
24,A.Rajavel,Independent,278,4,282,0.15
25,M.Lingaraja,Independent,70,0,70,0.04
26,A.Jeyalalitha,Independent,162,1,163,0.09
27,NOTA,None of the Above,1539,30,1569,0.83
