O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.S.SARAVANAKUMAAR,Dravida Munnetra Kazhagam,90360,1891,92251,45.71
2,M Murugan,All India Anna Dravida Munnetra Kazhagam,70444,486,70930,35.15
3,Dr.K.Kathirkamu,Amma Makkal Munnettra Kazagam,16317,107,16424,8.14
4,S.Chinnamuthu,My India Party,299,2,301,0.15
5,S.PANDIYARAJAN,Makkal Needhi Maiam,5626,54,5680,2.81
6,A.Murugesan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),201,1,202,0.1
7,Vimala,Naam Tamilar Katchi,11660,134,11794,5.84
8,MADHU BHARATHI,Independent,622,6,628,0.31
9,C.MAYAZHAKU,Independent,56,1,57,0.03
10,MURUGAN,Independent,335,4,339,0.17
11,M.Muniyappan,Independent,94,0,94,0.05
12,M.Muneeswaran,Independent,143,0,143,0.07
13,"A.C.MOHAN RAJ B.P.T.,",Independent,148,1,149,0.07
14,P.RAMAIYA,Independent,112,0,112,0.06
15,M.RAJENDRAN,Independent,240,5,245,0.12
16,NOTA,None of the Above,2411,37,2448,1.21
