O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DUSI. K. MOHAN,All India Anna Dravida Munnetra Kazhagam,89469,720,90189,42.05
2,VIJAYAKANTH. S,Bahujan Samaj Party,726,5,731,0.34
3,JOTHI. O,Dravida Munnetra Kazhagam,101080,1380,102460,47.78
4,KUTTIMANI. S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,503,1,504,0.24
5,NADARAJAN. B,New Generation People’s Party,189,1,190,0.09
6,BHEEMAN. G,Naam Tamilar Katchi,12112,80,12192,5.68
7,MANIKANDAN. M,Ganasangam Party of India,259,3,262,0.12
8,MAYILVAGANAN. T,Makkal Needhi Maiam,2403,26,2429,1.13
9,MARYVOILET. J,Desiya Sirupanmayinar Makkal Iyakkam,131,12,143,0.07
10,VARADHARAJAN. M. K,Amma Makkal Munnettra Kazagam,1748,12,1760,0.82
11,VENKATESAN .V,Anaithindia Samudaya Munnetra Kazhagam,100,12,112,0.05
12,ANANDASEKARAN. C,Independent,286,2,288,0.13
13,UDHAYAKUMAR. M,Independent,289,1,290,0.14
14,SURESH BABU. T,Independent,731,2,733,0.34
15,NIRMALA. V,Independent,281,1,282,0.13
16,NOTA,None of the Above,1882,13,1895,0.88
