O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,T.INDRAGANDHI,All India Anna Dravida Munnetra Kazhagam,65257,458,65715,37.36
2,S.ESWARAMOORTHY,Bahujan Samaj Party,865,2,867,0.49
3,S.STALINKUMAR,Dravida Munnetra Kazhagam,85802,1984,87786,49.91
4,K.GUNASEKARAN,Puthiya Tamilagam,539,2,541,0.31
5,K.SUBRAMANIAN,Amma Makkal Munnettra Kazagam,2404,31,2435,1.38
6,R.TAMILZHSELVI,Naam Tamilar Katchi,13074,84,13158,7.48
7,M.MALARMANNAN,Samaniya Makkal Nala Katchi,100,0,100,0.06
8,T.N. YUVARAJAN,Makkal Needhi Maiam,2489,39,2528,1.44
9,K.JAYAKKANNAN,Tamizhaga Murpokku Makkal Katchi,164,2,166,0.09
10,S.KARUPPIAH,Independent,314,6,320,0.18
11,A.SEERANGAN,Independent,119,0,119,0.07
12,SRINIVASAN J,Independent,316,1,317,0.18
13,K.SUNDARRAJ,Independent,230,0,230,0.13
14,NOTA,None of the Above,1580,14,1594,0.91
