O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ATHIYAMAAN RAJU,Dravida Munnetra Kazhagam,65453,929,66382,31.22
2,"DHANAPAL, P",All India Anna Dravida Munnetra Kazhagam,116674,610,117284,55.16
3,"DURAISAMY, P",Bahujan Samaj Party,831,2,833,0.39
4,"MEERA, K",Desiya Murpokku Dravida Kazhagam,2554,23,2577,1.21
5,"SUBRAMANI, K",India Dravida Makkal Munnetra Katchi,137,2,139,0.07
6,SHOBA,Naam Tamilar Katchi,13211,45,13256,6.23
7,"VENKATESWARAN, A",Makkal Needhi Maiam,8318,61,8379,3.94
8,ANNAMALAI,Independent,150,4,154,0.07
9,"ARUMUGAM, P",Independent,171,2,173,0.08
10,"SAKUNTHALA, T",Independent,178,1,179,0.08
11,"MURUGESAN, R",Independent,379,0,379,0.18
12,"RANGASAMY, P",Independent,520,0,520,0.24
13,NOTA,None of the Above,2352,20,2372,1.12
