O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GOVINDARAJAN T.J,Dravida Munnetra Kazhagam,125001,1451,126452,56.94
2,DILLIY K.M,Desiya Murpokku Dravida Kazhagam,2553,23,2576,1.16
3,NAGARAJ S,Bahujan Samaj Party,1031,7,1038,0.47
4,USHA,Naam Tamilar Katchi,11643,58,11701,5.27
5,GOWTHAM J,Anaithu Makkal Arasiyal Katchi,254,0,254,0.11
6,SARAVANAN V,Indiya Jananayaka Katchi,813,3,816,0.37
7,PRAKASH M,Pattali Makkal Katchi,75004,510,75514,34.0
8,SARAVANAN E,Independent,526,6,532,0.24
9,DEVANATHAN R,Independent,482,0,482,0.22
10,PRAKASH K,Independent,349,2,351,0.16
11,PRAKASH M,Independent,196,0,196,0.09
12,LAKSHMI R,Independent,369,5,374,0.17
13,NOTA,None of the Above,1775,8,1783,0.8
