O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KANAGARAJI.C,Bahujan Samaj Party,450,5,455,0.28
2,SABA.RAJENDRAN,Dravida Munnetra Kazhagam,74189,988,75177,45.8
3,ILANGOVAN.R,Indiya Jananayaka Katchi,1006,5,1011,0.62
4,BAKTHARATCHAGAN.R,Amma Makkal Munnettra Kazagam,2221,9,2230,1.36
5,RAMESH.K,Naam Tamilar Katchi,7763,22,7785,4.74
6,JAGAN.K,Pattali Makkal Katchi,73544,656,74200,45.21
7,DHANASEKARAN.S,Independent,333,1,334,0.2
8,DHILIBAN.U,Independent,392,0,392,0.24
9,DHURGA.K,Independent,204,5,209,0.13
10,BOOBALAN.E,Independent,91,0,91,0.06
11,RAJENDRAN .B,Independent,552,4,556,0.34
12,VADUGANATHAN.R,Independent,519,0,519,0.32
13,NOTA,None of the Above,1164,7,1171,0.71
