O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,R.GANDHI,Dravida Munnetra Kazhagam,102273,1018,103291,49.79
2,S.M.SUGUMAR,All India Anna Dravida Munnetra Kazhagam,86339,454,86793,41.84
3,A.YUVARAJ,Bahujan Samaj Party,664,5,669,0.32
4,M.ATHAM BASHA,Makkal Needhi Maiam,2746,16,2762,1.33
5,Dr.K.SATHIYARAJ,Tamil Nadu Ilangyar Katchi,273,2,275,0.13
6,V.SHYLAJA,Naam Tamilar Katchi,10152,82,10234,4.93
7,G.VEERAMANI,Amma Makkal Munnettra Kazagam,627,10,637,0.31
8,S.GANDHI,Independent,63,1,64,0.03
9,K.SAKTHIVEL NATHAN,Independent,48,0,48,0.02
10,N.SUGUMAR,Independent,63,0,63,0.03
11,A.MANIKANDAN,Independent,267,1,268,0.13
12,A.MANSUR BASHA,Independent,194,0,194,0.09
13,S.YUVARAJ,Independent,106,1,107,0.05
14,S.JAYAKUMAR,Independent,425,0,425,0.2
15,NOTA,None of the Above,1625,7,1632,0.79
