O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A. NALLATHAMBI,Dravida Munnetra Kazhagam,95067,1455,96522,51.91
2,S. KALASHTHRI,All India Uzhavargal Uzhaippalargal Katchi,713,11,724,0.39
3,S. SATHIYAMOORTHY,Makkal Nala Kazhagam,516,3,519,0.28
4,M. SUMATHI,Naam Tamilar Katchi,12016,111,12127,6.52
5,A. GNANASEKAR,Amma Makkal Munnettra Kazagam,2679,23,2702,1.45
6,T.K. RAJA,Pattali Makkal Katchi,67905,377,68282,36.72
7,I. ROSELIN JEEVA,Samaniya Makkal Nala Katchi,263,1,264,0.14
8,A. JEYAMMA,Anaithu Makkal Puratchi Katchi,127,1,128,0.07
9,R. AROCKIA JOE PRABU,Independent,437,1,438,0.24
10,I. GOVINDARAJI,Independent,296,1,297,0.16
11,M. NALLASIVAM,Independent,322,1,323,0.17
12,R. PALANI,Independent,361,1,362,0.19
13,MANITHAN,Independent,308,1,309,0.17
14,G. RAJA,Independent,204,1,205,0.11
15,B. VIJAYAKUMAR,Independent,1091,5,1096,0.59
16,NOTA,None of the Above,1625,7,1632,0.88
