O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,88489,615,89104,45.22
2,SIVAKOZHUNDU.P,Desiya Murpokku Dravida Kazhagam,3357,5,3362,1.71
3,VELMURUGAN.T,Dravida Munnetra Kazhagam,92917,884,93801,47.6
4,SUBHASHINI.R,Naam Tamilar Katchi,6511,36,6547,3.32
5,JAYLANI,Makkal Needhi Maiam,1657,13,1670,0.85
6,ARULKUMAR.R,Independent,159,0,159,0.08
7,KAMADEVAN.S,Independent,69,0,69,0.04
8,KRISHNARAJ.S,Independent,67,1,68,0.03
9,KUMAR.D,Independent,45,3,48,0.02
10,GOVINDASAMY.S,Independent,42,0,42,0.02
11,SUMATHI.V,Independent,106,10,116,0.06
12,NAGAMANI.M,Independent,45,0,45,0.02
13,PRAKASH.R,Independent,125,0,125,0.06
14,VELMURUGAN.K,Independent,418,0,418,0.21
15,VELMURUGAN.R,Independent,152,0,152,0.08
16,NOTA,None of the Above,1320,3,1323,0.67
