O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"RAJENDRAN, K.",Bahujan Samaj Party,519,1,520,0.22
2,"GUNASEKARAN, A.",Nationalist Congress Party,405,4,409,0.17
3,"THAMIZHSELVAN, R.",All India Anna Dravida Munnetra Kazhagam,90325,731,91056,37.94
4,"PRABHAHARAN, M.",Dravida Munnetra Kazhagam,119636,2454,122090,50.87
5,"RAJENDRAN, K.",Desiya Murpokku Dravida Kazhagam,2918,14,2932,1.22
6,"SASIKALA, M.",Indiya Jananayaka Katchi,1073,7,1080,0.45
7,"MAHESHWARI, M.",Naam Tamilar Katchi,18592,81,18673,7.78
8,"RADHIKA, T.",Puthiya Tamilagam,994,9,1003,0.42
9,"SATHISH, S.",Independent,379,0,379,0.16
10,NOTA,None of the Above,1867,17,1884,0.78
