O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AYYAPPAN P,All India Anna Dravida Munnetra Kazhagam,70780,475,71255,33.53
2,KATHIRAVAN P V,Dravida Munnetra Kazhagam,62877,901,63778,30.01
3,ARASUMAYAN M,All India Jananayaka Makkal Kazhagam,961,6,967,0.46
4,IYNDHUKOVILAN G,Naam Tamilar Katchi,15089,268,15357,7.23
5,THIRUSELVAM C,Puthiya Tamilagam,1149,12,1161,0.55
6,BHARATH V,My India Party,372,6,378,0.18
7,MAHENDRAN I,Amma Makkal Munnettra Kazagam,54758,733,55491,26.11
8,ARUNKUMAR M,Independent,359,3,362,0.17
9,ALAGUMURUGESAN K,Independent,155,3,158,0.07
10,ARUMUGAM K,Independent,1238,9,1247,0.59
11,ANANTHA KUMAR N,Independent,69,5,74,0.03
12,KATHIRAVAN A,Independent,523,5,528,0.25
13,Dhanasekaran T,Independent,477,1,478,0.22
14,MAHENDRAN A,Independent,247,0,247,0.12
15,NOTA,None of the Above,1015,17,1032,0.49
