O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kalanithy,Bahujan Samaj Party,646,8,654,0.33
2,Nainar Nagenthran,Bharatiya Janata Party,91504,778,92282,46.7
3,"Lakshmanan,A.L.S.",Dravida Munnetra Kazhagam,68102,1073,69175,35.01
4,"Sathya,B.",Naam Tamilar Katchi,18986,176,19162,9.7
5,"Sundarraj,M.",Communist Party of India (Marxist-Leninist) (Liberation),412,3,415,0.21
6,"Mahesh Kannan,A.P.",Amma Makkal Munnettra Kazagam,8807,104,8911,4.51
7,"Esakkimuthu,P.",Independent,435,2,437,0.22
8,"Sankarasubramanian,M.",Independent,582,0,582,0.29
9,Sankar @ Sankaranarayanan,Independent,264,0,264,0.13
10,"Sivakumar,M.",Independent,1375,37,1412,0.71
11,"Murugan,R.",Independent,197,2,199,0.1
12,"Murugan,V.",Independent,339,3,342,0.17
13,"Raghavan,C.M.",Independent,318,1,319,0.16
14,Srithar Rajan,Independent,1336,6,1342,0.68
15,NOTA,None of the Above,2074,17,2091,1.06
