O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KARTHIGAISELVAN K,Bahujan Samaj Party,740,9,749,0.33
2,PERIYASAMY I,Dravida Munnetra Kazhagam,164169,1640,165809,72.11
3,SILAMBARASAN M,Puthiya Tamilagam,878,2,880,0.38
4,SIVASAKTHIVEL P,Makkal Needhi Maiam,3211,30,3241,1.41
5,SELVAKUMAR P,Amma Makkal Munnettra Kazagam,2991,26,3017,1.31
6,SIMON JUSTIN A,Naam Tamilar Katchi,17017,151,17168,7.47
7,THILAGABAMA M,Pattali Makkal Katchi,30018,220,30238,13.15
8,MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1178,2,1180,0.51
9,RAGUPATHI P,Anaithu Makkal Puratchi Katchi,87,0,87,0.04
10,JEYASEKARAN R,My India Party,87,1,88,0.04
11,ANBU AS,Independent,534,1,535,0.23
12,KARTHI M,Independent,321,1,322,0.14
13,SANKAR D,Independent,700,0,700,0.3
14,SAVADAMUTHU A,Independent,1706,16,1722,0.75
15,SILAMBARASAN P,Independent,486,0,486,0.21
16,THILAGAVATHY S,Independent,347,2,349,0.15
17,BALAMURUGAN A,Independent,190,0,190,0.08
18,PALRAJ R,Independent,1352,5,1357,0.59
19,MURUGANANTHAM C,Independent,125,0,125,0.05
20,VEERAMALAI S,Independent,133,0,133,0.06
21,NOTA,None of the Above,1543,21,1564,0.68
