O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A.S.SARAVANAN,Dravida Munnetra Kazhagam,73694,1203,74897,37.45
2,E.BALASUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,96787,719,97506,48.76
3,S.MURALI,Bahujan Samaj Party,397,3,400,0.2
4,R.ELAVARASAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,74,1,75,0.04
5,SATHIYAPRIYA,Republican Party of India (Athawale),78,1,79,0.04
6,M.SUNDAR,Ambedkarite Party of India,86,1,87,0.04
7,M.PRABU MANIKANDAN,Makkal Needhi Maiam,10308,60,10368,5.18
8,S.MARIAMMA,Naam Tamilar Katchi,10128,48,10176,5.09
9,S.RAJI,Dhesiya Makkal Kazhagam,60,1,61,0.03
10,SE.VENKATAJALAM,Amma Makkal Munnettra Kazagam,2952,18,2970,1.49
11,R.VELMURUGAN,Communist Party of India (Marxist-Leninist) (Liberation),130,3,133,0.07
12,S.KRISHNAKUMAR,Independent,45,1,46,0.02
13,M.KUMAR,Independent,61,1,62,0.03
14,S.SARAVANAN,Independent,61,2,63,0.03
15,SAMUNDESWARI.V,Independent,148,1,149,0.07
16,R.SUNDARAM,Independent,311,0,311,0.16
17,K.SELVARAJ,Independent,210,0,210,0.11
18,B.DEVI,Independent,224,0,224,0.11
19,M.PERIYASAMY,Independent,61,0,61,0.03
20,N.MAYAKANNAN,Independent,58,0,58,0.03
21,K.MARIAPPAN,Independent,22,0,22,0.01
22,D.M.MOHAMMAD NAZEERUDEEN,Independent,25,1,26,0.01
23,K.YASIN BASHA,Independent,26,0,26,0.01
24,K.N.VEERASENAN,Independent,111,1,112,0.06
25,NOTA,None of the Above,1832,28,1860,0.93
