O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NATARAJ.R,All India Anna Dravida Munnetra Kazhagam,55466,293,55759,36.34
2,BALAJI,Bahujan Samaj Party,410,3,413,0.27
3,VELU.DHA,Dravida Munnetra Kazhagam,67919,473,68392,44.58
4,KARTHICK.D,Amma Makkal Munnettra Kazagam,1113,5,1118,0.73
5,SENTHIL KUMAR.D,Anaithu Makkal Arasiyal Katchi,82,0,82,0.05
6,MAHALAKSHMI.K,Naam Tamilar Katchi,10098,26,10124,6.6
7,MOHANRAJ.J,Jebamani Janata,113,0,113,0.07
8,SRIPRIYA,Makkal Needhi Maiam,14850,54,14904,9.71
9,ARUNRAJ BALAN,Independent,76,0,76,0.05
10,KAJENDRAN.M,Independent,35,3,38,0.02
11,KUPPUSWAMY.T.M,Independent,26,0,26,0.02
12,SHANMUGARAJAN B,Independent,35,0,35,0.02
13,SELVAKUMAR,Independent,112,0,112,0.07
14,NATARAJAN P,Independent,127,2,129,0.08
15,NANDAGOPAL.G,Independent,85,2,87,0.06
16,NALLAPPAN.G,Independent,181,0,181,0.12
17,PASUPATHI PRAGALATHAN,Independent,117,0,117,0.08
18,MALAR KANNAN.R,Independent,29,0,29,0.02
19,RANGARAJAN.R,Independent,93,0,93,0.06
20,RADHA M (TRANSGENDER),Independent,203,0,203,0.13
21,VARATHARAJAN.V.S,Independent,49,1,50,0.03
22,V. VIJAYA KRISHNA,Independent,38,0,38,0.02
23,VENKATESH,Independent,24,0,24,0.02
24,NOTA,None of the Above,1279,8,1287,0.84
