O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALAGAAPURAM R. MOHANRAJ,Desiya Murpokku Dravida Kazhagam,2280,27,2307,1.06
2,TAMIL SELVAN. S,Bahujan Samaj Party,277,6,283,0.13
3,RAJENDRAN. A,Dravida Munnetra Kazhagam,82389,1595,83984,38.77
4,ARUL. R,Pattali Makkal Katchi,104728,755,105483,48.69
5,KATHIRVEL. A,My India Party,329,1,330,0.15
6,KARTHIKEYAN. J,Tamil Nadu Ilangyar Katchi,576,4,580,0.27
7,SENTHILKUMAR. A,Anaithu Makkal Puratchi Katchi,97,2,99,0.05
8,THIYAGARAJAN. A,Makkal Needhi Maiam,7867,72,7939,3.66
9,NAGAMMAL. S,Naam Tamilar Katchi,10592,76,10668,4.92
10,MUTHUSAMY. R,Tamilaga Makkal Thannurimai Katchi,156,8,164,0.08
11,VIJAYAKUMAR. R,Dhesiya Makkal Kazhagam,637,2,639,0.29
12,INBARAJ. A,Independent,108,2,110,0.05
13,KATHAVARAYAN. S,Independent,230,2,232,0.11
14,GOPI. M,Independent,211,0,211,0.1
15,GOPINATH. R,Independent,68,0,68,0.03
16,CHANDRASEKARAN. G,Independent,191,0,191,0.09
17,SABBAPATHI. M,Independent,93,0,93,0.04
18,SARATHKUMAR. S,Independent,240,1,241,0.11
19,SIVARAMAN. S,Independent,221,1,222,0.1
20,THIYAGARAJAN. M,Independent,315,0,315,0.15
21,NATARAJAN. C,Independent,105,0,105,0.05
22,BALAJI. D,Independent,36,0,36,0.02
23,MAYAKANNAN. M,Independent,57,0,57,0.03
24,MARIMUTHU. M,Independent,120,0,120,0.06
25,MURUGAN. A,Independent,78,1,79,0.04
26,RAMKUMAR. R,Independent,128,0,128,0.06
27,RAJENDIRAN. B,Independent,132,0,132,0.06
28,JEEVANANTHAM. M,Independent,128,1,129,0.06
29,NOTA,None of the Above,1663,20,1683,0.78
