O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S. Gokula Indira,All India Anna Dravida Munnetra Kazhagam,52297,312,52609,31.87
2,M.K. Mohan,Dravida Munnetra Kazhagam,79356,698,80054,48.49
3,D. JeevithKumar,Bahujan Samaj Party,220,0,220,0.13
4,Ansar Ahamed,Anaithu Makkal Arasiyal Katchi,69,0,69,0.04
5,K.N. Gunasekaran,Amma Makkal Munnettra Kazagam,1163,6,1169,0.71
6,S. Shankar,Naam Tamilar Katchi,10361,45,10406,6.3
7,P. Dhanasekar,Nam India Naam Indiyar Katchi,59,0,59,0.04
8,J. Nagaraj,New Generation People’s Party,53,0,53,0.03
9,V. Paulraj Guna,Republican Party of India (Athawale),73,0,73,0.04
10,S.D. Prabhakar,Tamil Nadu Ilangyar Katchi,406,2,408,0.25
11,V. Ponraj,Makkal Needhi Maiam,17434,88,17522,10.61
12,S. Yuvaraja,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,56,0,56,0.03
13,M. Veriyandi,Anna MGR Dravida Makkal Kalgam,32,0,32,0.02
14,L. Kasinathan,Independent,74,0,74,0.04
15,P.E. Gopinath,Independent,62,0,62,0.04
16,S. Sathyanarayanan,Independent,158,0,158,0.1
17,K. Sathish Kumar,Independent,125,0,125,0.08
18,R. Saravanan,Independent,122,0,122,0.07
19,V.M. Nagarajan,Independent,84,2,86,0.05
20,P. Manimaran,Independent,13,0,13,0.01
21,M. Manokaran,Independent,27,0,27,0.02
22,A. Jayaprakash,Independent,12,0,12,0.01
23,Hari Shankar,Independent,141,1,142,0.09
24,NOTA,None of the Above,1529,16,1545,0.94
