O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KOTTUR KUMAR. R,Bahujan Samaj Party,608,0,608,0.38
2,SUBRAMANIAN. MA,Dravida Munnetra Kazhagam,79492,479,79971,49.88
3,SAIDAI DURAISAMY,All India Anna Dravida Munnetra Kazhagam,50523,153,50676,31.61
4,SAGAYAMARY. N,Republican Party of India (Athawale),207,1,208,0.13
5,SIVAGNANASAMBANDAN. T,Desiya Makkal Sakthi Katchi,109,2,111,0.07
6,SNEGAPRIYA,Makkal Needhi Maiam,13385,41,13426,8.37
7,SURESH KUMAR. B,Naam Tamilar Katchi,10658,30,10688,6.67
8,SENTHAMIZHAN. G,Amma Makkal Munnettra Kazagam,2107,5,2112,1.32
9,ASHOK KUMAR. V,Independent,42,0,42,0.03
10,ARUN KUMAR. M,Independent,30,0,30,0.02
11,ALAGANATHAN. B,Independent,19,0,19,0.01
12,IMRAN KHAN. M,Independent,46,0,46,0.03
13,ELANGO. K,Independent,21,1,22,0.01
14,KANDHASAMY. R,Independent,141,0,141,0.09
15,KOTHANDAPANI. K,Independent,47,0,47,0.03
16,SATHISH KUMAR. S,Independent,121,0,121,0.08
17,SARAVANAN. D,Independent,93,0,93,0.06
18,SIVASANKAR. S. R,Independent,181,0,181,0.11
19,BALAJI. V,Independent,143,0,143,0.09
20,PRAKASH. C,Independent,22,0,22,0.01
21,PREM KUMAR. A,Independent,40,0,40,0.02
22,MANIMARAN. S,Independent,42,0,42,0.03
23,MURTHI. R,Independent,126,0,126,0.08
24,RAJESH. N,Independent,24,0,24,0.01
25,RISHI KUMAR. A,Independent,30,0,30,0.02
26,LOGANATHAN. J,Independent,35,0,35,0.02
27,VASANTH. H,Independent,30,0,30,0.02
28,VIJAYA KUMAR. R,Independent,37,0,37,0.02
29,VENKATESH. K,Independent,32,0,32,0.02
30,JOTHI SAIRAM. S,Independent,66,0,66,0.04
31,NOTA,None of the Above,1155,3,1158,0.72
