O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.Anbalagan,Bahujan Samaj Party,585,5,590,0.3
2,N.R.Chandrasekar,All India Anna Dravida Munnetra Kazhagam,76579,710,77289,39.14
3,R.Manickam,Dravida Munnetra Kazhagam,99285,1544,100829,51.06
4,M.Sankar,Samaniya Makkal Nala Katchi,455,5,460,0.23
5,A.Subethar,Tipu Sultan Party,213,2,215,0.11
6,V.Nirosha,Amma Makkal Munnettra Kazagam,754,7,761,0.39
7,Seeni.Prakasu,Naam Tamilar Katchi,11426,85,11511,5.83
8,S.Manikandan,Indiya Jananayaka Katchi,670,4,674,0.34
9,V.Alex Mouris,Independent,244,1,245,0.12
10,S.Kandasamy,Independent,138,0,138,0.07
11,R.Kalyana Sundaram,Independent,109,2,111,0.06
12,R.Chandrasekar,Independent,674,20,694,0.35
13,M.Saravanan,Independent,213,8,221,0.11
14,R.Saravanan,Independent,834,4,838,0.42
15,K.Suresh,Independent,490,4,494,0.25
16,B.Selvaraj,Independent,399,0,399,0.2
17,S.Barani,Independent,184,0,184,0.09
18,V.Vellaiyan,Independent,612,0,612,0.31
19,NOTA,None of the Above,1187,4,1191,0.6
