O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"GANESH, R.",Indian National Congress,64148,1382,65530,46.44
2,"BHOJARAJAN, M.",Bharatiya Janata Party,59553,629,60182,42.65
3,"Dr.SURESH BABU, S.",Makkal Needhi Maiam,4859,76,4935,3.5
4,"LAKSHMANAN, T.",Amma Makkal Munnettra Kazagam,1250,23,1273,0.9
5,"JAYAKUMAR, A.",Naam Tamilar Katchi,6316,65,6381,4.52
6,"AROKIYANATHAN, B.",Independent,514,0,514,0.36
7,"KRISHNAMURTHI, B.",Independent,249,6,255,0.18
8,"A. SARDAR BABU, B.COM.",Independent,223,2,225,0.16
9,"VINOTHKUMAR, M.A.",Independent,425,6,431,0.31
10,NOTA,None of the Above,1357,19,1376,0.98
