O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,THANGATAMILSELVAN,Dravida Munnetra Kazhagam,87142,1887,89029,41.45
2,O.PANNEERSELVAM,All India Anna Dravida Munnetra Kazhagam,99296,754,100050,46.58
3,K.I.M HAKKEEM,All India Trinamool Congress,552,7,559,0.26
4,ARUN KUMAR,My India Party,139,4,143,0.07
5,P.GANESH KUMAR,Makkal Needhi Maiam,4069,59,4128,1.92
6,P.KARUPPIAH,Bahujan Dravida Party,77,0,77,0.04
7,THENI.T.KARNAN,Anna Dravidar Kazhagam,80,0,80,0.04
8,S.KRISHNAVENI,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,98,2,100,0.05
9,M.PREM CHANDAR,Naam Tamilar Katchi,10982,132,11114,5.17
10,M.MUTHUSAMY,Amma Makkal Munnettra Kazagam,5594,55,5649,2.63
11,A.ABTHAHIR,Independent,53,1,54,0.03
12,C.ANBAZHAKAN,Independent,91,3,94,0.04
13,M.ANANTHARAJ,Independent,269,1,270,0.13
14,N.KRISHNAN,Independent,125,1,126,0.06
15,P.KUMARAGURUBARAN,Independent,218,1,219,0.1
16,N.SALEEM,Independent,353,1,354,0.16
17,G.SENTHIL KUMAR,Independent,402,0,402,0.19
18,TAMILSELVAN,Independent,441,2,443,0.21
19,V.NANDHAGOPAL,Independent,68,0,68,0.03
20,P.NAGENDHREN,Independent,133,2,135,0.06
21,P.MANIMARAN,Independent,108,9,117,0.05
22,V.RAMPRAKAASH,Independent,69,2,71,0.03
23,RAJA MOHAMED,Independent,45,3,48,0.02
24,T.RAJA MOHAMED,Independent,62,0,62,0.03
25,NOTA,None of the Above,1381,22,1403,0.65
