O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARUMUGANAINAR S,Desiya Murpokku Dravida Kazhagam,5276,51,5327,3.0
2,SHUNMUGAIAH C,Dravida Munnetra Kazhagam,71605,1505,73110,41.11
3,MOHAN P,All India Anna Dravida Munnetra Kazhagam,63907,693,64600,36.32
4,ARUNADEVI R,Indiya Jananayaka Katchi,1890,23,1913,1.08
5,Dr.K.KRISHNASAMY,Puthiya Tamilagam,6418,126,6544,3.68
6,MAHARAJAN A,Bahujan Dravida Party,155,2,157,0.09
7,MURUGAN P,Naam Indiar Party,517,3,520,0.29
8,VAIKUNDAMARI M,Naam Tamilar Katchi,22104,309,22413,12.6
9,ELAMBIRAI MANIMARAN P,Independent,148,4,152,0.09
10,GANESHKUMAR M,Independent,83,1,84,0.05
11,KARUPPARAJA,Independent,84,2,86,0.05
12,GUNASEKARAN,Independent,97,3,100,0.06
13,SASI MURUGAN C,Independent,133,0,133,0.07
14,SAMUTHIRAM P,Independent,396,3,399,0.22
15,M.A.DHARMAR,Independent,318,2,320,0.18
16,RAJ V,Independent,315,1,316,0.18
17,VELMURUGAN,Independent,98,0,98,0.06
18,NOTA,None of the Above,1540,28,1568,0.88
