O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,C.KRISHNAMURALI,All India Anna Dravida Munnetra Kazhagam,87900,574,88474,43.08
2,M.AMBIKADEVI,Makkal Needhi Maiam,1756,22,1778,0.87
3,S.AYYADURAIPANDIAN,Amma Makkal Munnettra Kazagam,34047,169,34216,16.66
4,S.RAJA RAM,New Generation People’s Party,313,5,318,0.15
5,M.MUTHULAKSHMI,Naam Tamilar Katchi,10052,84,10136,4.94
6,K.A.M.MUHAMMED ABUBACKER,Indian Union Muslim League,63298,827,64125,31.22
7,M.AYYADURAI,Independent,283,1,284,0.14
8,AYYADURAI R,Independent,87,0,87,0.04
9,AVANI RAJA.T,Independent,80,0,80,0.04
10,K.RADHA KRISHNAN,Independent,84,1,85,0.04
11,RAJA PONNUSAMY,Independent,257,2,259,0.13
12,A.GANESAN,Independent,117,5,122,0.06
13,R.KRISHNAN,Independent,126,0,126,0.06
14,A.SANKAR,Independent,413,0,413,0.2
15,SIVASUBRAMANIYAN R,Independent,666,6,672,0.33
16,S.SEENIVASAN,Independent,938,0,938,0.46
17,POOLOGARAJ R,Independent,657,1,658,0.32
18,MARIDURAIPANDIAN,Independent,96,0,96,0.05
19,S.MURUGANANTHAM,Independent,532,0,532,0.26
20,P.RAJI,Independent,245,2,247,0.12
21,VELAMMAL,Independent,670,2,672,0.33
22,NOTA,None of the Above,1047,9,1056,0.51
