O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SAROJA V. Dr,All India Anna Dravida Munnetra Kazhagam,87851,924,88775,45.09
2,MATHIVENTHAN M,Dravida Munnetra Kazhagam,88612,2115,90727,46.08
3,VIJAYA K,Bahujan Samaj Party,346,5,351,0.18
4,ARULMOZHIDEVAN P,Tamilaga Makkal Thannurimai Katchi,216,1,217,0.11
5,ANBALAGAN S,Amma Makkal Munnettra Kazagam,1042,9,1051,0.53
6,RAMKUMAR R,Indiya Jananayaka Katchi,1119,14,1133,0.58
7,SILAMBARASI K,Naam Tamilar Katchi,11140,155,11295,5.74
8,CHINNUSAMY P,Ganasangam Party of India,146,1,147,0.07
9,JAYANTHI M,Ambedkarite Party of India,140,2,142,0.07
10,SEERANGAN P,Independent,62,1,63,0.03
11,PALANIVEL S,Independent,150,1,151,0.08
12,POONGODI S,Independent,88,0,88,0.04
13,MANIVANNAN A,Independent,81,0,81,0.04
14,MADHIYAZHAGAN D,Independent,123,0,123,0.06
15,MUNIYAPPAN M,Independent,449,1,450,0.23
16,NOTA,None of the Above,2088,22,2110,1.07
