O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AMMAN K.ARJUNAN,All India Anna Dravida Munnetra Kazhagam,80815,639,81454,40.16
2,SHANMUGASUNDARAM V.M,Dravida Munnetra Kazhagam,76201,1252,77453,38.19
3,APPATHURAI N.R,Amma Makkal Munnettra Kazagam,1650,9,1659,0.82
4,RAJKUMAR M.P,Makkal Munnetra Peravai,83,3,86,0.04
5,KANNAPIRAN V,Dravida Murpokku Makkal Katchi,128,0,128,0.06
6,THANGAVELU R,Makkal Needhi Maiam,26335,168,26503,13.07
7,DURAIRAJ K,Tamil Nadu Ilangyar Katchi,529,2,531,0.26
8,PANNEER SELVARAJ M,New Generation People’s Party,135,0,135,0.07
9,Balendran C.B,Naam Tamilar Katchi,11388,45,11433,5.64
10,ARUL MURUGAN A,Independent,138,1,139,0.07
11,KUMAR G.D.K,Independent,124,0,124,0.06
12,KEERTHIGA PARTHASARATHI,Independent,245,5,250,0.12
13,SHANMUGASUNDARAM K,Independent,55,2,57,0.03
14,DALIT. SU. JEYARAJ,Independent,49,0,49,0.02
15,NAVAMANI R,Independent,141,0,141,0.07
16,BALAMURUGAN M,Independent,313,0,313,0.15
17,BALAJI V,Independent,248,0,248,0.12
18,MAHARISHI MANDHARACSALAM,Independent,232,1,233,0.11
19,RAMESHKUMAR D,Independent,22,0,22,0.01
20,LOGANATHAN M,Independent,139,1,140,0.07
21,NOTA,None of the Above,1678,23,1701,0.84
