O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SURESH. C,Bahujan Samaj Party,515,0,515,0.26
2,SHEKAR. R.D,Dravida Munnetra Kazhagam,104580,687,105267,52.53
3,DHANAPALAN N.R,All India Anna Dravida Munnetra Kazhagam,50093,198,50291,25.1
4,SOOSAI. M.A,Republican Party of India (Athawale),296,0,296,0.15
5,SEBASTIN. J,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),194,0,194,0.1
6,PONNUSAMY. A,Makkal Needhi Maiam,17026,46,17072,8.52
7,MERLIN SUGANTHI. S,Naam Tamilar Katchi,19787,34,19821,9.89
8,LAKSHMI NARAYANAN. E,Amma Makkal Munnettra Kazagam,4039,3,4042,2.02
9,UDAYAKUMAR. S,Independent,59,1,60,0.03
10,KADHIRAVAN. M,Independent,48,0,48,0.02
11,SATHISHKUMAR. S,Independent,106,0,106,0.05
12,SATHEESH. J,Independent,174,0,174,0.09
13,SARAVANA PERUMAL. R,Independent,65,0,65,0.03
14,SELVARAJ. R,Independent,86,1,87,0.04
15,SEKAR. P,Independent,166,0,166,0.08
16,PARTHIPAN. P,Independent,172,0,172,0.09
17,PREM ANAND. J,Independent,112,0,112,0.06
18,RAJESH. K,Independent,163,0,163,0.08
19,RAJESH KUMAR. S,Independent,90,0,90,0.04
20,VASANTHA KUMAR. M,Independent,40,0,40,0.02
21,VINOTHKUMAR. G,Independent,45,0,45,0.02
22,VENKATESH. L,Independent,46,0,46,0.02
23,NOTA,None of the Above,1508,7,1515,0.76
