O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KALYANI.P.L,All India Anna Dravida Munnetra Kazhagam,26602,112,26714,19.98
2,SIVAKUMAR.P,Dravida Munnetra Kazhagam,81283,444,81727,61.13
3,SEKAR.M.P,Desiya Murpokku Dravida Kazhagam,1785,2,1787,1.34
4,BAGAVATH SINGH.M,Bahujan Samaj Party,352,3,355,0.27
5,ILLAVANJI.Dr.R,Naam Tamilar Katchi,10892,29,10921,8.17
6,OBATH.S,Makkal Needhi Maiam,9670,40,9710,7.26
7,PRABHAKARAN.K,Makkalatchi Katchi,78,1,79,0.06
8,RAVIKUMAR.S,Republican Party of India (Sivaraj),62,0,62,0.05
9,RAVIPARAIYANAR.D,Republican Party of India (Athawale),41,0,41,0.03
10,UDAYA CHANDRAN .R,Independent,76,1,77,0.06
11,KALYANI.K,Independent,128,1,129,0.1
12,KOLANJI.M,Independent,85,0,85,0.06
13,GOVINDARAJ.G,Independent,33,0,33,0.02
14,SANTHANU.S,Independent,38,0,38,0.03
15,SIHAMANI.G,Independent,213,1,214,0.16
16,SUNDAR.G,Independent,144,0,144,0.11
17,SELVAKUMAR.A,Independent,136,0,136,0.1
18,SEKAR.E,Independent,124,1,125,0.09
19,PREMKUMAR.G,Independent,44,0,44,0.03
20,BIRLABOSE.M,Independent,29,0,29,0.02
21,MALATHI.S,Independent,57,0,57,0.04
22,RANGANATHAN.M,Independent,37,0,37,0.03
23,RAMESH BABU.M,Independent,105,1,106,0.08
24,NOTA,None of the Above,1042,4,1046,0.78
