O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAJALAKSHMI V M,All India Anna Dravida Munnetra Kazhagam,65677,373,66050,36.03
2,RAJA E,Dravida Munnetra Kazhagam,70144,1203,71347,38.92
3,ANNADURAI R,Amma Makkal Munnettra Kazagam,22278,404,22682,12.37
4,SUBRAMANIAM V,Puthiya Tamilagam,1912,29,1941,1.06
5,PANEERSELVAM U,Tamizhaga Murpokku Makkal Katchi,186,1,187,0.1
6,BALAMURUGESAN M,Bahujan Dravida Party,94,3,97,0.05
7,PRABHU K,Makkal Needhi Maiam,2319,19,2338,1.28
8,MAHENDRAKUMARI P,Naam Tamilar Katchi,13683,168,13851,7.55
9,MATHANKUMAR K,My India Party,168,3,171,0.09
10,GANESAN A,Independent,106,1,107,0.06
11,KARUTHAPANDIYAN R,Independent,408,0,408,0.22
12,GURURAJ P,Independent,303,0,303,0.17
13,MUTHUKKUTTI S,Independent,389,0,389,0.21
14,VALLIAMMAL M,Independent,888,2,890,0.49
15,VETRIMARAN A,Independent,620,0,620,0.34
16,NOTA,None of the Above,1937,20,1957,1.07
