O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHANMUGASUNDARAM T R,Dravida Munnetra Kazhagam,101451,1324,102775,45.66
2,SELVARAJ A K,All India Anna Dravida Munnetra Kazhagam,104632,599,105231,46.75
3,SARAVANAN P,Amma Makkal Munnettra Kazagam,1856,8,1864,0.83
4,MAHESHWARAN K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,274,0,274,0.12
5,YASMIN K,Naam Tamilar Katchi,10900,54,10954,4.87
6,SHANMUGASUNDARAM K,Independent,115,0,115,0.05
7,SHANMUGASUNDARAM P,Independent,184,0,184,0.08
8,MARIAPPAN T,Independent,110,0,110,0.05
9,LIAKATHALI O,Independent,182,1,183,0.08
10,SRINIVASAN S,Independent,653,7,660,0.29
11,NOTA,None of the Above,2701,32,2733,1.21
