O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,IDEN SONI L,Desiya Murpokku Dravida Kazhagam,2415,32,2447,1.46
2,VIJAYADHARANI S,Indian National Congress,86227,1246,87473,52.12
3,JAYASEELAN R,Bharatiya Janata Party,58156,648,58804,35.04
4,MARY ADLIN,Naam Tamilar Katchi,12120,172,12292,7.32
5,RAJAKUMAR R,Makkal Needhi Maiam,626,11,637,0.38
6,RAJESH KUMAR S,National Democratic Party of South India,77,2,79,0.05
7,VASANTHEESWARAN E,Ulaga Makkal Katchi,234,1,235,0.14
8,WILSON G,Shiv Sena,161,0,161,0.1
9,AMOSE S,Independent,431,5,436,0.26
10,SATHEESH S,Independent,183,2,185,0.11
11,SAMUEL GEORGE KALAI ARASAR,Independent,3492,49,3541,2.11
12,MARIASELVAN Y,Independent,122,0,122,0.07
13,MOHAN KUMAR M,Independent,198,0,198,0.12
14,RAJA MURRUGAN K H,Independent,150,0,150,0.09
15,VIJAYAKUMAR P,Independent,293,1,294,0.18
16,NOTA,None of the Above,774,8,782,0.47
