O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,UDHAYASURIYAN T,Dravida Munnetra Kazhagam,119487,1699,121186,56.16
2,Sakthivel S,Bahujan Samaj Party,807,3,810,0.38
3,ARUNKENNADI A P,All India Pattali Munnetra Katchi,203,0,203,0.09
4,OVIYAR ANANDH C,Lok Jan Shakti Party,256,1,257,0.12
5,MUJIBUR RAGIMAN M,All India Majlis-E-Ittehadul Muslimeen,377,2,379,0.18
6,RAMESH G,Indiya Jananayaka Katchi,458,2,460,0.21
7,RAJIYAMA B,Naam Tamilar Katchi,9824,49,9873,4.58
8,Dr.RAJA G,Pattali Makkal Katchi,74702,521,75223,34.86
9,VIMALAMARY S,Anna MGR Dravida Makkal Kalgam,603,6,609,0.28
10,ARUL P,Independent,2119,1,2120,0.98
11,UTHAYAKUMAR A,Independent,165,1,166,0.08
12,KUBENDIRAN A,Independent,428,0,428,0.2
13,GOPINATH E,Independent,272,0,272,0.13
14,DHANAM K,Independent,348,0,348,0.16
15,BABUGANESH S,Independent,292,1,293,0.14
16,MANNAN M P,Independent,1155,1,1156,0.54
17,MAYILAMPARAI MARI A,Independent,844,0,844,0.39
18,RAJKUMAR E,Independent,88,0,88,0.04
19,JAYAPRAKASH K,Independent,134,0,134,0.06
20,NOTA,None of the Above,944,9,953,0.44
